Number,Country,Longitude,Latitude,Year,TDEP_NHX,TDEP_NOY,TDEP_SOX,RWI,TRW
1,Germany,12.38,49.2,1950,885.219,388.37,1859.19,0.541477153,0.705462491
1,Germany,12.38,49.2,1951,916.029,454.056,2276.96,0.513960778,0.624885859
1,Germany,12.38,49.2,1952,846.164,396.116,1920.71,0.540021583,0.700735642
1,Germany,12.38,49.2,1953,934.819,438.857,2158.98,0.45754961,0.599797751
1,Germany,12.38,49.2,1954,867.358,434.147,2130.67,0.657549434,0.852987562
1,Germany,12.38,49.2,1955,967.098,472.714,2362.43,0.932260105,1.238688562
1,Germany,12.38,49.2,1956,957.046,502.631,2448.77,1.113613554,1.493397249
1,Germany,12.38,49.2,1957,1016.51,564.116,2943.41,1.255927695,1.718665893
1,Germany,12.38,49.2,1958,966.633,544.147,2831.45,1.408843992,1.966596911
1,Germany,12.38,49.2,1959,1004.05,592.301,3053.25,1.345283122,1.822973104
1,Germany,12.38,49.2,1960,1021.81,571.889,2851.34,0.820463093,1.036085666
1,Germany,12.38,49.2,1961,1017.76,601.404,3131.51,0.999746463,1.179789986
1,Germany,12.38,49.2,1962,1107.74,673.175,3495.97,0.797606069,0.929487671
1,Germany,12.38,49.2,1963,1123.51,640.387,3209.13,0.963475611,1.1569298
1,Germany,12.38,49.2,1964,1052.33,606.019,2918.2,0.644561414,0.788289993
1,Germany,12.38,49.2,1965,1055.23,640.33,3115.88,0.814936541,0.992877416
1,Germany,12.38,49.2,1966,1171.99,688.195,3415.35,0.984317711,1.138896397
1,Germany,12.38,49.2,1967,1216.7,802.933,3988.53,0.818360183,0.934068273
1,Germany,12.38,49.2,1968,1129.35,713.981,3515.3,0.822973046,0.898015374
1,Germany,12.38,49.2,1969,1203.87,782.431,4064.46,1.007907735,1.275227858
1,Germany,12.38,49.2,1970,1253.73,803.559,4078.29,1.073168161,1.375366368
1,Germany,12.38,49.2,1971,1258.3,831.528,4247.91,1.090848796,1.346560757
1,Germany,12.38,49.2,1972,1218.76,831.383,3882.89,1.333028078,1.695384471
1,Germany,12.38,49.2,1973,1336.64,845.558,4087.33,1.167705659,1.481866865
1,Germany,12.38,49.2,1974,1249.03,933.356,3874.34,1.189852021,1.532687687
1,Germany,12.38,49.2,1975,1303.97,872.284,3752.05,1.204784115,1.501417356
1,Germany,12.38,49.2,1976,1314.73,881.223,3514.85,0.672307377,0.809773144
1,Germany,12.38,49.2,1977,1399.47,1006.67,4120.31,0.932271792,1.067255634
1,Germany,12.38,49.2,1978,1363.46,915.494,3683.48,1.172859185,1.381187754
1,Germany,12.38,49.2,1979,1471.67,1043.46,4220.35,0.819053034,0.961490518
1,Germany,12.38,49.2,1980,1474.11,1062.15,4138.16,1.053441329,1.119401228
1,Germany,12.38,49.2,1981,1421.44,1060.64,4033.9,0.807258347,0.919692172
1,Germany,12.38,49.2,1982,1316.4,944.865,3433.95,0.637542271,0.708657171
1,Germany,12.38,49.2,1983,1449.87,1066.22,3606.28,0.949900434,1.131257458
1,Germany,12.38,49.2,1984,1395.38,998.981,3500.33,0.832849736,0.960874874
1,Germany,12.38,49.2,1985,1406.62,997.388,3528.72,1.214716752,1.435778127
1,Germany,12.38,49.2,1986,1270.44,856.087,2709.98,1.29363963,1.60981884
1,Germany,12.38,49.2,1987,1296.43,943.097,2982.97,1.493093047,1.9050299
1,Germany,12.38,49.2,1988,1348.56,1013.35,3224.75,1.319328046,1.513679019
1,Germany,12.38,49.2,1989,1295.94,921.723,2827.51,1.673041516,1.904315402
1,Germany,12.38,49.2,1990,1296.99,902.872,2608.21,1.070256509,1.230587805
1,Germany,12.38,49.2,1991,1286.92,864.716,2237.08,0.941708483,0.948456558
1,Germany,12.38,49.2,1992,1326.79,934.647,2378.17,0.480631221,0.571467331
1,Germany,12.38,49.2,1993,1268.8,831.426,2070.36,0.79630697,0.889493109
1,Germany,12.38,49.2,1994,1254.78,826.201,1960.68,0.804048672,0.832084262
1,Germany,12.38,49.2,1995,1227.23,834.61,1963.12,1.092465839,1.199478625
1,Germany,12.38,49.2,1996,1233.51,807.721,1916.93,1.332592848,1.578469057
1,Germany,12.38,49.2,1997,1130.86,733.107,1639.29,1.817028883,2.126601135
1,Germany,12.38,49.2,1998,1129.41,727.952,1508.12,0.862917823,0.980062537
1,Germany,12.38,49.2,1999,1152.65,792.27,1625.48,1.55552817,1.735572415
1,Germany,12.38,49.2,2000,1098.82,715.93,1319.31,0.812477224,0.937201
1,Germany,12.38,49.2,2001,1145.26,771.486,1215.43,1.062513138,1.152943643
2,Germany,12.65,49.18,1950,846.018,317.553,1684.42,0.563337165,1.160319473
2,Germany,12.65,49.18,1951,908.462,375.302,2221.68,0.81374969,1.687942995
2,Germany,12.65,49.18,1952,859.327,349.194,2012.75,0.553719063,1.167305384
2,Germany,12.65,49.18,1953,894.692,358.484,1961.91,0.720825706,1.476188601
2,Germany,12.65,49.18,1954,836.262,366.309,2000.28,0.78406281,1.569088459
2,Germany,12.65,49.18,1955,927.062,385.877,2144.98,1.078726516,2.109167765
2,Germany,12.65,49.18,1956,959.53,441.995,2484.35,1.191208878,2.332880259
2,Germany,12.65,49.18,1957,1007.97,466.015,2874.31,1.120431323,2.266603533
2,Germany,12.65,49.18,1958,951.261,441.007,2662.93,1.075971197,2.152264552
2,Germany,12.65,49.18,1959,999.845,495.109,2791,1.1677368,2.344196987
2,Germany,12.65,49.18,1960,1025.53,501.983,2888,0.748305996,1.52158478
2,Germany,12.65,49.18,1961,1002.08,487.297,2941.95,0.889625461,1.765699959
2,Germany,12.65,49.18,1962,1113,559.59,3283.55,0.708520081,1.432883466
2,Germany,12.65,49.18,1963,1123.87,569.571,3139.94,0.692416297,1.340818382
2,Germany,12.65,49.18,1964,1064.49,530.138,3071.03,0.541308919,1.048970063
2,Germany,12.65,49.18,1965,1017.13,535.973,2885.22,0.816650041,1.556040425
2,Germany,12.65,49.18,1966,1128.63,561.379,3071.39,1.185876334,2.26770415
2,Germany,12.65,49.18,1967,1206.27,669.478,3851.66,1.195148445,2.32674654
2,Germany,12.65,49.18,1968,1138.68,611.535,3376.51,1.132904103,2.298053216
2,Germany,12.65,49.18,1969,1203.68,658.771,3654.62,1.159708023,2.35885518
2,Germany,12.65,49.18,1970,1201.46,662.454,3846.64,1.131424944,2.238840221
2,Germany,12.65,49.18,1971,1240.08,686.733,3900.47,1.017802391,1.932769532
2,Germany,12.65,49.18,1972,1192.61,680.533,3653.42,0.977748138,1.975646175
2,Germany,12.65,49.18,1973,1266.57,672.347,3613.86,0.99567204,1.903020339
2,Germany,12.65,49.18,1974,1280.14,834.742,3770.87,1.104800863,2.125932067
2,Germany,12.65,49.18,1975,1270.31,742.405,3606.3,1.037177781,2.043027501
2,Germany,12.65,49.18,1976,1227.78,728.097,3335.06,0.583868079,1.209514238
2,Germany,12.65,49.18,1977,1432.44,883.731,4121.56,1.076633885,2.166089011
2,Germany,12.65,49.18,1978,1421.63,817.439,3689.14,1.225974306,2.368506413
2,Germany,12.65,49.18,1979,1455.4,915.29,4113.4,1.048090294,2.041071153
2,Germany,12.65,49.18,1980,1399.37,875.855,3726.75,1.054765327,2.014993402
2,Germany,12.65,49.18,1981,1405.28,900.141,3820.61,0.987971197,1.933169822
2,Germany,12.65,49.18,1982,1268.78,794.851,3181.46,0.767117871,1.53938601
2,Germany,12.65,49.18,1983,1386.61,892.259,3345.66,1.085191695,2.05341427
2,Germany,12.65,49.18,1984,1324.97,830.549,3321.64,0.950931004,1.793738035
2,Germany,12.65,49.18,1985,1340.42,831.341,3331.76,1.393054288,2.486758461
2,Germany,12.65,49.18,1986,1273.05,734.512,2701.1,1.286418214,2.360641604
2,Germany,12.65,49.18,1987,1263.46,769.49,2848.48,1.478637697,2.643687431
2,Germany,12.65,49.18,1988,1338.97,878.179,3085.41,1.364615008,2.438484851
2,Germany,12.65,49.18,1989,1308.69,819.092,2761.9,1.391213399,2.467018137
2,Germany,12.65,49.18,1990,1320.46,781.871,2564.06,0.933434401,1.651794517
2,Germany,12.65,49.18,1991,1279.12,734.776,2140.11,0.989582015,1.649356383
2,Germany,12.65,49.18,1992,1321.24,789.976,2300.67,0.843794784,1.417209861
2,Germany,12.65,49.18,1993,1302.55,731.449,2044.15,1.108261357,1.930763526
2,Germany,12.65,49.18,1994,1244.53,734.068,1976.76,1.050678089,1.751131479
2,Germany,12.65,49.18,1995,1205.62,718.694,1896.78,1.127111283,1.952827167
2,Germany,12.65,49.18,1996,1214.87,702.517,1836.73,1.068104184,1.894772126
2,Germany,12.65,49.18,1997,1104.69,613.66,1638.5,1.392873164,2.391431335
2,Germany,12.65,49.18,1998,1126.34,617.858,1451.08,0.499055348,0.924103181
2,Germany,12.65,49.18,1999,1123.81,659.065,1507.32,1.089704088,1.895889271
2,Germany,12.65,49.18,2000,1111.73,619.315,1272.4,0.688572379,1.317719624
2,Germany,12.65,49.18,2001,1137.63,648.265,1182.45,1.109487642,1.885858612
3,Germany,12.62,48.92,1950,846.018,317.553,1684.42,0.783452396,1.72160549
3,Germany,12.62,48.92,1951,908.462,375.302,2221.68,0.846427761,1.805908749
3,Germany,12.62,48.92,1952,859.327,349.194,2012.75,0.843839284,1.783891222
3,Germany,12.62,48.92,1953,894.692,358.484,1961.91,0.865462533,1.782909889
3,Germany,12.62,48.92,1954,836.262,366.309,2000.28,1.031679889,2.109927555
3,Germany,12.62,48.92,1955,927.062,385.877,2144.98,1.164016716,2.360656936
3,Germany,12.62,48.92,1956,959.53,441.995,2484.35,1.223449253,2.404360828
3,Germany,12.62,48.92,1957,1007.97,466.015,2874.31,1.512093683,2.909395309
3,Germany,12.62,48.92,1958,951.261,441.007,2662.93,1.130808208,2.074681615
3,Germany,12.62,48.92,1959,999.845,495.109,2791,1.226804066,2.294506528
3,Germany,12.62,48.92,1960,1025.53,501.983,2888,1.079024489,2.041902615
3,Germany,12.62,48.92,1961,1002.08,487.297,2941.95,1.108771619,2.081289578
3,Germany,12.62,48.92,1962,1113,559.59,3283.55,0.885390451,1.653957825
3,Germany,12.62,48.92,1963,1123.87,569.571,3139.94,0.843611892,1.576330133
3,Germany,12.62,48.92,1964,1064.49,530.138,3071.03,0.626876432,1.151737207
3,Germany,12.62,48.92,1965,1017.13,535.973,2885.22,0.71096013,1.286011231
3,Germany,12.62,48.92,1966,1128.63,561.379,3071.39,0.879961706,1.579874889
3,Germany,12.62,48.92,1967,1206.27,669.478,3851.66,1.204250015,2.103222902
3,Germany,12.62,48.92,1968,1138.68,611.535,3376.51,1.176093299,2.071757511
3,Germany,12.62,48.92,1969,1203.68,658.771,3654.62,1.125569359,1.848527903
3,Germany,12.62,48.92,1970,1201.46,662.454,3846.64,0.92931625,1.558782426
3,Germany,12.62,48.92,1971,1240.08,686.733,3900.47,0.926493755,1.590324997
3,Germany,12.62,48.92,1972,1192.61,680.533,3653.42,1.168023938,1.96160924
3,Germany,12.62,48.92,1973,1266.57,672.347,3613.86,0.900918791,1.491911593
3,Germany,12.62,48.92,1974,1280.14,834.742,3770.87,1.279577898,2.256064525
3,Germany,12.62,48.92,1975,1270.31,742.405,3606.3,1.250010553,2.048790027
3,Germany,12.62,48.92,1976,1227.78,728.097,3335.06,0.65384162,1.024628154
3,Germany,12.62,48.92,1977,1432.44,883.731,4121.56,1.22891402,1.962558733
3,Germany,12.62,48.92,1978,1421.63,817.439,3689.14,1.189431133,1.95289016
3,Germany,12.62,48.92,1979,1455.4,915.29,4113.4,0.999262691,1.600149662
3,Germany,12.62,48.92,1980,1399.37,875.855,3726.75,0.808376589,1.317439039
3,Germany,12.62,48.92,1981,1405.28,900.141,3820.61,0.859291635,1.387735907
3,Germany,12.62,48.92,1982,1268.78,794.851,3181.46,0.808036928,1.314218331
3,Germany,12.62,48.92,1983,1386.61,892.259,3345.66,0.836800741,1.303377704
3,Germany,12.62,48.92,1984,1324.97,830.549,3321.64,0.866816683,1.434163353
3,Germany,12.62,48.92,1985,1340.42,831.341,3331.76,1.133590498,1.855495395
3,Germany,12.62,48.92,1986,1273.05,734.512,2701.1,1.169710378,1.896399235
3,Germany,12.62,48.92,1987,1263.46,769.49,2848.48,1.484862686,2.448506209
3,Germany,12.62,48.92,1988,1338.97,878.179,3085.41,1.401699375,2.256070877
3,Germany,12.62,48.92,1989,1308.69,819.092,2761.9,1.813455661,2.863551167
3,Germany,12.62,48.92,1990,1320.46,781.871,2564.06,1.346220801,2.107528901
3,Germany,12.62,48.92,1991,1279.12,734.776,2140.11,1.178206874,1.856263926
3,Germany,12.62,48.92,1992,1321.24,789.976,2300.67,1.046694581,1.642828121
3,Germany,12.62,48.92,1993,1302.55,731.449,2044.15,0.785712572,1.164775855
3,Germany,12.62,48.92,1994,1244.53,734.068,1976.76,0.810291099,1.19184467
3,Germany,12.62,48.92,1995,1205.62,718.694,1896.78,0.785007509,1.169486753
3,Germany,12.62,48.92,1996,1214.87,702.517,1836.73,0.548271043,0.912862417
3,Germany,12.62,48.92,1997,1104.69,613.66,1638.5,0.985160341,1.522548412
3,Germany,12.62,48.92,1998,1126.34,617.858,1451.08,0.352266146,0.532543897
3,Germany,12.62,48.92,1999,1123.81,659.065,1507.32,0.670621859,0.916305614
3,Germany,12.62,48.92,2000,1111.73,619.315,1272.4,0.697991702,1.050582313
3,Germany,12.62,48.92,2001,1137.63,648.265,1182.45,0.816580469,1.236882834
4,Germany,8.9833,51.15,1950,726.938,475.841,2942.25,1.004582973,1.437860767
4,Germany,8.9833,51.15,1951,828.946,543.394,3943.99,1.051553944,1.595926554
4,Germany,8.9833,51.15,1952,854.201,579.568,3924.68,1.075701668,1.62892566
4,Germany,8.9833,51.15,1953,763.234,535.846,3422.47,1.24737399,1.804393631
4,Germany,8.9833,51.15,1954,810.167,608,4060.59,0.795184004,1.203953479
4,Germany,8.9833,51.15,1955,787.116,576.057,3743.99,1.064201276,1.625895012
4,Germany,8.9833,51.15,1956,837.386,611.51,4072.73,1.224384821,1.922888399
4,Germany,8.9833,51.15,1957,910.921,677.61,5116.8,0.941185763,1.473658062
4,Germany,8.9833,51.15,1958,896.454,638.876,4894.02,1.191289866,1.879851397
4,Germany,8.9833,51.15,1959,927.495,713.594,4809.88,0.847946388,1.312347144
4,Germany,8.9833,51.15,1960,888.95,694.523,4737.89,0.844391993,1.365718769
4,Germany,8.9833,51.15,1961,942.075,708.457,5395.45,0.950703455,1.492532902
4,Germany,8.9833,51.15,1962,998.531,837.506,6014.33,0.914449108,1.455531737
4,Germany,8.9833,51.15,1963,1051.43,915.787,6176.83,0.894135645,1.472397305
4,Germany,8.9833,51.15,1964,1041.92,891.723,6028.81,0.595081829,0.960578357
4,Germany,8.9833,51.15,1965,977.511,907.875,5807.36,0.787432268,1.282574913
4,Germany,8.9833,51.15,1966,949.929,848.865,5245.13,1.082236979,1.704727789
4,Germany,8.9833,51.15,1967,1091.33,984.454,6775.51,1.028091079,1.597608884
4,Germany,8.9833,51.15,1968,972.116,890.053,5607.61,1.211853664,1.953134463
4,Germany,8.9833,51.15,1969,1116.88,970.792,6100.45,0.894059957,1.437738597
4,Germany,8.9833,51.15,1970,1224.41,1197.31,7375.59,1.072612553,1.721550542
4,Germany,8.9833,51.15,1971,1275.71,1091.55,6928.42,0.927260506,1.494745714
4,Germany,8.9833,51.15,1972,1097.61,1014.07,6039.72,1.028178889,1.689678555
4,Germany,8.9833,51.15,1973,1273.95,1134.82,6703.45,0.607058945,0.971285338
4,Germany,8.9833,51.15,1974,1079.69,1138.87,6040.05,0.502212444,0.809701959
4,Germany,8.9833,51.15,1975,1186.71,1093.92,6498.54,0.788062883,1.224529098
4,Germany,8.9833,51.15,1976,1303,1250.05,6900.56,0.219593482,0.35723786
4,Germany,8.9833,51.15,1977,1225.16,1102.97,6379.07,0.441891206,0.711104273
4,Germany,8.9833,51.15,1978,1321.67,1361.06,6979.55,0.707537011,1.149119345
4,Germany,8.9833,51.15,1979,1341.99,1331.46,6814.44,0.847184311,1.39174739
4,Germany,8.9833,51.15,1980,1321.8,1364.34,6388.24,1.238819378,2.0742023
4,Germany,8.9833,51.15,1981,1348.79,1335.16,6302.96,1.337626412,2.193695695
4,Germany,8.9833,51.15,1982,1189.81,1208.89,5209.16,1.1336359,1.856495352
4,Germany,8.9833,51.15,1983,1333.18,1276.48,5399.85,0.939861404,1.556315121
4,Germany,8.9833,51.15,1984,1480.77,1414.43,6243.67,0.936558482,1.49724773
4,Germany,8.9833,51.15,1985,1396.63,1371.3,5721.37,1.338680562,2.209051904
4,Germany,8.9833,51.15,1986,1297,1202.31,4827,0.858477658,1.379791639
4,Germany,8.9833,51.15,1987,1286.24,1268.58,5347,1.130156867,1.866094134
4,Germany,8.9833,51.15,1988,1381.27,1264.13,4989.75,0.890589877,1.40643524
4,Germany,8.9833,51.15,1989,1226.42,1305.04,4181.3,0.709232516,1.14940402
4,Germany,8.9833,51.15,1990,1188.63,1154.17,3867.37,0.725222584,1.114373421
4,Germany,8.9833,51.15,1991,1239.83,1148.7,3742.78,0.744282585,1.172368532
4,Germany,8.9833,51.15,1992,1281.85,1227.8,3907.79,0.878408813,1.387759559
4,Germany,8.9833,51.15,1993,1179.46,1093.39,3218.85,0.970958468,1.669577219
4,Germany,8.9833,51.15,1994,1243.94,1169.97,3332.5,1.232258227,2.019347467
4,Germany,8.9833,51.15,1995,1113.72,1048.21,3002.31,1.197227319,1.983722541
4,Germany,8.9833,51.15,1996,1146.29,1009.51,2757.81,0.624294466,1.275911763
4,Germany,8.9833,51.15,1997,1108.8,931.963,2626.05,1.158195551,2.022831974
4,Germany,8.9833,51.15,1998,1073.32,997.076,2337.14,0.968888771,1.519191578
4,Germany,8.9833,51.15,1999,1233.82,1141.7,2607.17,1.447631708,2.256286755
4,Germany,8.9833,51.15,2000,1002.6,896.788,1833.24,1.2157866,1.866817526
4,Germany,8.9833,51.15,2001,1123.54,1040.45,1933.35,1.2030377,1.930355276
4,Germany,8.9833,51.15,2002,977.03,846.347,1545.33,1.587193744,2.595266142
4,Germany,8.9833,51.15,2003,1089.71,943.666,1473.47,1.270994797,1.972452483
4,Germany,8.9833,51.15,2004,925.583,752.697,1030.99,1.233290851,2.023269625
4,Germany,8.9833,51.15,2005,923.227,728.841,892.111,1.269163043,2.213791321
4,Germany,8.9833,51.15,2006,1028.81,753.237,1027.28,1.039295848,1.525411332
4,Germany,8.9833,51.15,2007,1013.72,813.664,870.531,1.320374828,2.361587071
4,Germany,8.9833,51.15,2008,994.858,717.001,790.342,1.324472747,2.032461252
4,Germany,8.9833,51.15,2009,1019.28,696.373,720.427,1.287949392,1.944399646
5,Germany,8.1,50.7167,1950,870.085,520.911,3736.4,1.287698457,2.589292915
5,Germany,8.1,50.7167,1951,955.464,571.496,4675.68,1.425621513,2.848034029
5,Germany,8.1,50.7167,1952,979.365,616.779,4700.78,1.042506676,2.022682838
5,Germany,8.1,50.7167,1953,909.501,588.131,4346.11,1.152661538,2.227483738
5,Germany,8.1,50.7167,1954,979.728,662.896,4858.8,1.162965174,2.233059943
5,Germany,8.1,50.7167,1955,936.588,633.109,4752.08,1.206691963,2.233759001
5,Germany,8.1,50.7167,1956,973.309,659.43,4852.36,0.82596427,1.502577435
5,Germany,8.1,50.7167,1957,1046.53,714.781,6056.92,0.874859779,1.647658672
5,Germany,8.1,50.7167,1958,1052.16,707.487,6015.58,1.18500682,2.241414893
5,Germany,8.1,50.7167,1959,1065.56,764.415,5671.41,1.041381198,1.950495071
5,Germany,8.1,50.7167,1960,1031.91,751.412,5643.98,1.124724222,2.078410317
5,Germany,8.1,50.7167,1961,1105.05,787.605,6629.33,1.009352314,1.857050532
5,Germany,8.1,50.7167,1962,1171.97,916.077,7218.23,1.033105262,1.907689759
5,Germany,8.1,50.7167,1963,1241.61,1001.18,7260.78,1.118733883,2.038097502
5,Germany,8.1,50.7167,1964,1191.47,964.504,7203.16,0.843647388,1.514285377
5,Germany,8.1,50.7167,1965,1178.72,1004.85,6929.88,0.941114852,1.638289608
5,Germany,8.1,50.7167,1966,1127.57,949.608,6644.05,1.325211351,2.329200321
5,Germany,8.1,50.7167,1967,1250.77,1058.83,7969.82,1.353920395,2.355542964
5,Germany,8.1,50.7167,1968,1124.53,981.499,6550.41,1.515886961,2.759555672
5,Germany,8.1,50.7167,1969,1282.42,1059.39,7189.5,1.201851628,2.124367707
5,Germany,8.1,50.7167,1970,1411.39,1317.62,8824.92,1.173510798,2.02055289
5,Germany,8.1,50.7167,1971,1451.55,1196.81,8154.77,1.259722284,2.19084791
5,Germany,8.1,50.7167,1972,1337.79,1172.82,7486.38,1.172832367,2.02451687
5,Germany,8.1,50.7167,1973,1512.5,1296.01,8270.98,0.881604526,1.518045653
5,Germany,8.1,50.7167,1974,1286.56,1266.11,7390.82,0.60534415,1.022495565
5,Germany,8.1,50.7167,1975,1390.01,1224.48,7816.4,0.762859255,1.315893761
5,Germany,8.1,50.7167,1976,1539.51,1421.36,8429.68,0.278109192,0.452549497
5,Germany,8.1,50.7167,1977,1503.37,1265.31,8080.1,0.575041046,0.952475508
5,Germany,8.1,50.7167,1978,1581.55,1555.71,8543.88,0.655563257,1.10910618
5,Germany,8.1,50.7167,1979,1528.1,1444.16,8101.26,0.75422882,1.257247373
5,Germany,8.1,50.7167,1980,1603.88,1585.4,7972.31,0.965055978,1.64520637
5,Germany,8.1,50.7167,1981,1609.48,1528.07,7807.02,1.084520719,1.819993188
5,Germany,8.1,50.7167,1982,1390.71,1338.29,6182.13,1.033117118,1.757631323
5,Germany,8.1,50.7167,1983,1552.48,1412.53,6692.34,0.863574772,1.453052376
5,Germany,8.1,50.7167,1984,1714.42,1658.96,7688.25,0.51676209,0.826822537
5,Germany,8.1,50.7167,1985,1598.6,1476.7,6705.32,0.866414241,1.409696107
5,Germany,8.1,50.7167,1986,1570.46,1410.73,6040.18,0.720586967,1.16313511
5,Germany,8.1,50.7167,1987,1527.37,1411.92,6534.25,0.750485479,1.223512379
5,Germany,8.1,50.7167,1988,1670.64,1481.18,6209.25,0.942761314,1.530880595
5,Germany,8.1,50.7167,1989,1418.62,1484.87,4966.31,0.834743645,1.321306695
5,Germany,8.1,50.7167,1990,1463.67,1292.16,4767.59,0.717872287,1.131902955
5,Germany,8.1,50.7167,1991,1464.8,1291.51,4603.77,0.770395553,1.213366956
5,Germany,8.1,50.7167,1992,1563.43,1398.31,4617.82,0.987089893,1.554561665
5,Germany,8.1,50.7167,1993,1430.43,1261.82,4014.09,1.10151827,1.706658602
5,Germany,8.1,50.7167,1994,1437.06,1274.79,3856.65,0.966342156,1.482417057
5,Germany,8.1,50.7167,1995,1329.24,1156.1,3623.35,0.73956128,1.035296319
5,Germany,8.1,50.7167,1996,1286.94,1058.74,3047.09,0.649646241,0.954364637
5,Germany,8.1,50.7167,1997,1358.82,1043.77,3222.99,1.026504501,1.671558746
5,Germany,8.1,50.7167,1998,1297.29,1131.3,2829.15,1.015008556,1.626277945
5,Germany,8.1,50.7167,1999,1373.49,1202.45,2926.44,1.429680875,2.190091072
5,Germany,8.1,50.7167,2000,1223.97,1045.91,2258.81,0.962278712,1.441130083
5,Germany,8.1,50.7167,2001,1337.86,1163.52,2379.28,1.239227152,1.754274174
5,Germany,8.1,50.7167,2002,1203.65,993.657,1933.35,1.534883098,2.054760695
5,Germany,8.1,50.7167,2003,1328.93,1074.65,1838.88,1.06455649,1.455769663
5,Germany,8.1,50.7167,2004,1132.93,865.75,1295.05,1.111992696,1.480552615
5,Germany,8.1,50.7167,2005,1079.68,813.949,1134.84,1.313698576,1.82865113
6,Germany,8.2167,50.85,1950,870.085,520.911,3736.4,1.218696302,2.180392526
6,Germany,8.2167,50.85,1951,955.464,571.496,4675.68,1.541190769,2.813337055
6,Germany,8.2167,50.85,1952,979.365,616.779,4700.78,0.963629681,1.936745418
6,Germany,8.2167,50.85,1953,909.501,588.131,4346.11,1.186502042,1.972330997
6,Germany,8.2167,50.85,1954,979.728,662.896,4858.8,1.056033131,1.973056694
6,Germany,8.2167,50.85,1955,936.588,633.109,4752.08,1.21520454,2.187894014
6,Germany,8.2167,50.85,1956,973.309,659.43,4852.36,1.39430002,2.49920338
6,Germany,8.2167,50.85,1957,1046.53,714.781,6056.92,1.34395048,2.017784479
6,Germany,8.2167,50.85,1958,1052.16,707.487,6015.58,1.289143796,2.295201311
6,Germany,8.2167,50.85,1959,1065.56,764.415,5671.41,0.954478559,1.715847683
6,Germany,8.2167,50.85,1960,1031.91,751.412,5643.98,0.281496224,0.493555356
6,Germany,8.2167,50.85,1961,1105.05,787.605,6629.33,0.37292115,0.692261309
6,Germany,8.2167,50.85,1962,1171.97,916.077,7218.23,0.697691253,1.052226828
6,Germany,8.2167,50.85,1963,1241.61,1001.18,7260.78,0.814085592,1.442637248
6,Germany,8.2167,50.85,1964,1191.47,964.504,7203.16,0.617045637,1.069655212
6,Germany,8.2167,50.85,1965,1178.72,1004.85,6929.88,0.710424052,1.112413813
6,Germany,8.2167,50.85,1966,1127.57,949.608,6644.05,0.83430395,1.47170382
6,Germany,8.2167,50.85,1967,1250.77,1058.83,7969.82,0.935265581,1.662842355
6,Germany,8.2167,50.85,1968,1124.53,981.499,6550.41,1.208778102,2.114562158
6,Germany,8.2167,50.85,1969,1282.42,1059.39,7189.5,0.944290679,1.568008789
6,Germany,8.2167,50.85,1970,1411.39,1317.62,8824.92,1.117530075,1.795017405
6,Germany,8.2167,50.85,1971,1451.55,1196.81,8154.77,1.120370826,1.797711012
6,Germany,8.2167,50.85,1972,1337.79,1172.82,7486.38,1.161420276,1.782922178
6,Germany,8.2167,50.85,1973,1512.5,1296.01,8270.98,0.895977825,1.635393916
6,Germany,8.2167,50.85,1974,1286.56,1266.11,7390.82,0.541907004,1.005490416
6,Germany,8.2167,50.85,1975,1390.01,1224.48,7816.4,0.912275529,1.514930376
6,Germany,8.2167,50.85,1976,1539.51,1421.36,8429.68,0.600639016,0.842893467
6,Germany,8.2167,50.85,1977,1503.37,1265.31,8080.1,0.817901626,1.208290152
6,Germany,8.2167,50.85,1978,1581.55,1555.71,8543.88,0.884864234,1.394861323
6,Germany,8.2167,50.85,1979,1528.1,1444.16,8101.26,1.009751556,1.43009295
6,Germany,8.2167,50.85,1980,1603.88,1585.4,7972.31,0.886654123,1.39097439
6,Germany,8.2167,50.85,1981,1609.48,1528.07,7807.02,0.932103963,1.512069968
6,Germany,8.2167,50.85,1982,1390.71,1338.29,6182.13,1.152171727,1.739436945
6,Germany,8.2167,50.85,1983,1552.48,1412.53,6692.34,1.042088661,1.531340539
6,Germany,8.2167,50.85,1984,1714.42,1658.96,7688.25,0.657904866,0.906571703
6,Germany,8.2167,50.85,1985,1598.6,1476.7,6705.32,1.221200605,1.924672605
6,Germany,8.2167,50.85,1986,1570.46,1410.73,6040.18,0.893220808,1.173301479
6,Germany,8.2167,50.85,1987,1527.37,1411.92,6534.25,0.883320859,1.371612481
6,Germany,8.2167,50.85,1988,1670.64,1481.18,6209.25,0.952904002,1.514078685
6,Germany,8.2167,50.85,1989,1418.62,1484.87,4966.31,0.976236632,1.473757629
6,Germany,8.2167,50.85,1990,1463.67,1292.16,4767.59,0.736049866,1.098759829
6,Germany,8.2167,50.85,1991,1464.8,1291.51,4603.77,0.910643504,1.429518591
6,Germany,8.2167,50.85,1992,1563.43,1398.31,4617.82,1.037339976,1.533993045
6,Germany,8.2167,50.85,1993,1430.43,1261.82,4014.09,1.142915384,1.85872891
6,Germany,8.2167,50.85,1994,1437.06,1274.79,3856.65,0.972098282,1.47010979
6,Germany,8.2167,50.85,1995,1329.24,1156.1,3623.35,0.861955396,1.130841754
6,Germany,8.2167,50.85,1996,1286.94,1058.74,3047.09,0.837350734,0.903386575
6,Germany,8.2167,50.85,1997,1358.82,1043.77,3222.99,1.235863574,1.975234976
